timestamp,close,high,low,open,volume,return,ma_5,ma_20,ma_50,rsi_14,volatility_10,future_return
2021-02-16,129.84788513183594,132.5971155475775,129.45791334796667,132.09017454240117,80576300,-0.01610372630706558,131.62999572753907,132.56609039306642,127.96863555908203,29.221306484771958,0.011067971687688765,-0.017644136210971162
2021-02-17,127.55683135986328,128.90220781232136,126.2212134982147,127.95654680963716,97918500,-0.017644136210971162,130.62194061279297,132.72211189270018,128.12624755859375,27.74225785576911,0.011980838743942282,-0.008636275250941572
2021-02-18,126.45521545410156,126.73793198775392,124.21292598990688,125.9580032772641,96856700,-0.008636275250941572,129.5144515991211,132.61862754821777,128.27526092529297,32.83061348039003,0.01202262527274025,0.0012333829952546616
2021-02-19,126.6111831665039,127.430116454622,125.56804028149357,126.97190891723642,87668800,0.0012333829952546616,128.48885192871094,132.28736724853516,128.3981900024414,44.059377939418056,0.006929326278396487,-0.029799313427193108
2021-02-22,122.8382568359375,126.4649113230703,122.44829262823367,124.7978141491878,103916400,-0.029799313427193108,126.66187438964843,131.6603790283203,128.43339553833007,27.477788233048855,0.01026635278574224,-0.0011109485228426585
2021-02-23,122.70178985595705,123.53045927947294,115.41923371769596,120.6544867396384,158273000,-0.0011109485228426585,125.23265533447265,130.8391803741455,128.5164909362793,23.612404350101414,0.010068124979885441,-0.0040522250863642695
2021-02-24,122.20457458496094,122.40930413496974,119.16286991288813,121.80486663626252,111039900,-0.0040522250863642695,124.16220397949219,129.9814365386963,128.5612173461914,24.388525071616343,0.010148354956436876,-0.034782556036179635
2021-02-25,117.95398712158205,123.28672920715788,117.51528197921584,121.5513960656033,148199500,-0.034782556036179635,122.46195831298829,128.96470413208007,128.53709121704102,3.1798685673170155,0.013064287347980732,0.0022316922550518203
2021-02-26,118.21722412109376,121.7171366577398,118.1587246436744,119.51384476967972,164560400,0.0022316922550518203,120.78316650390624,128.2030372619629,128.53049530029296,4.7839597730709755,0.013448911023217526,0.053851159937858384
2021-03-01,124.58335876464844,124.71984514122286,119.70882406427694,120.64473383419433,116307900,0.053851159937858384,121.13218688964844,128.00936584472657,128.53246063232422,30.612187840032703,0.0244192866016327,-0.02089361574437254
